Kpx_Ww1  1742516.722000  1203426.934000  18         5.697517000
Kpx_Ww2  1769516.722000  1203426.934000  18         5.156319000
Kpx_Ww3  1796516.722000  1203426.934000  18         4.857754000
Kpx_Ww4  1823516.722000  1203426.934000  18         4.489326000
Kpx_Ww5  1850516.722000  1203426.934000  18         4.625619000
Kpx_Ww6  1877516.722000  1203426.934000  18         4.787014000
Kpx_Ww7  1904516.722000  1203426.934000  18         4.801219000
Kpx_Ww8  1931516.722000  1203426.934000  18         5.423488000
Kpx_Ww9  1958516.722000  1203426.934000  18         6.711601000
Kpx_Ww10  1985516.722000  1203426.934000  18        7.3328100000
Kpx_Ww11  2012516.722000  1203426.934000  18        7.5906870000
Kpx_Ww12  1742516.722000  1176426.934000  18        4.0782840000
Kpx_Ww13  1769516.722000  1176426.934000  18        5.3952500000
Kpx_Ww14  1796516.722000  1176426.934000  18        5.5367920000
Kpx_Ww15  1823516.722000  1176426.934000  18        4.7768190000
Kpx_Ww16  1850516.722000  1176426.934000  18        4.8622340000
Kpx_Ww17  1877516.722000  1176426.934000  18        7.8708960000
Kpx_Ww18  1904516.722000  1176426.934000  18        10.265470000
Kpx_Ww19  1931516.722000  1176426.934000  18        7.5539260000
Kpx_Ww20  1958516.722000  1176426.934000  18        8.9844390000
Kpx_Ww21  1985516.722000  1176426.934000  18        6.3791420000
Kpx_Ww22  2012516.722000  1176426.934000  18        4.8870310000
Kpx_Ww23  1742516.722000  1149426.934000  18        4.7393130000
Kpx_Ww24  1769516.722000  1149426.934000  18        5.9401620000
Kpx_Ww25  1796516.722000  1149426.934000  18        5.0717240000
Kpx_Ww26  1823516.722000  1149426.934000  18        5.7546120000
Kpx_Ww27  1850516.722000  1149426.934000  18        5.4699990000
Kpx_Ww28  1877516.722000  1149426.934000  18        7.1112520000
Kpx_Ww29  1904516.722000  1149426.934000  18        7.0465230000
Kpx_Ww30  1931516.722000  1149426.934000  18        8.8385660000
Kpx_Ww31  1958516.722000  1149426.934000  18        4.5070090000
Kpx_Ww32  1985516.722000  1149426.934000  18        5.6267560000
