Kpx_MS1  1742516.722000  1203426.934000  19         9.872503000
Kpx_MS2  1769516.722000  1203426.934000  19         7.024077000
Kpx_MS3  1796516.722000  1203426.934000  19         6.711744000
Kpx_MS4  1823516.722000  1203426.934000  19         3.658915000
Kpx_MS5  1850516.722000  1203426.934000  19         5.130189000
Kpx_MS6  1877516.722000  1203426.934000  19         5.675296000
Kpx_MS7  1904516.722000  1203426.934000  19         5.761206000
Kpx_MS8  1931516.722000  1203426.934000  19         5.985970000
Kpx_MS9  1958516.722000  1203426.934000  19         12.29177000
Kpx_MS10  1985516.722000  1203426.934000  19        31.802750000
Kpx_MS11  2012516.722000  1203426.934000  19        5.1897630000
Kpx_MS12  1742516.722000  1176426.934000  19        6.2871550000
Kpx_MS13  1769516.722000  1176426.934000  19        6.4818840000
Kpx_MS14  1796516.722000  1176426.934000  19        7.5231700000
Kpx_MS15  1823516.722000  1176426.934000  19        6.0371900000
Kpx_MS16  1850516.722000  1176426.934000  19        5.9206630000
Kpx_MS17  1877516.722000  1176426.934000  19        24.338820000
Kpx_MS18  1904516.722000  1176426.934000  19        50.086790000
Kpx_MS19  1931516.722000  1176426.934000  19        73.060000000
Kpx_MS20  1958516.722000  1176426.934000  19        34.022630000
Kpx_MS21  1985516.722000  1176426.934000  19        13.305490000
Kpx_MS22  2012516.722000  1176426.934000  19        5.8560840000
Kpx_MS23  1742516.722000  1149426.934000  19        6.9398860000
Kpx_MS24  1769516.722000  1149426.934000  19        16.222560000
Kpx_MS25  1796516.722000  1149426.934000  19        9.2600890000
Kpx_MS26  1823516.722000  1149426.934000  19        11.361100000
Kpx_MS27  1850516.722000  1149426.934000  19        9.9872750000
Kpx_MS28  1877516.722000  1149426.934000  19        7.5847260000
Kpx_MS29  1904516.722000  1149426.934000  19        73.060000000
Kpx_MS30  1931516.722000  1149426.934000  19        73.060000000
Kpx_MS31  1958516.722000  1149426.934000  19        4.7190020000
Kpx_MS32  1985516.722000  1149426.934000  19        10.617690000
Kpx_MS33  2012516.722000  1149426.934000  19        7.5613880000
Kpx_MS34  1742516.722000  1122426.934000  19        6.2581110000
Kpx_MS35  1769516.722000  1122426.934000  19        3.2282290000
Kpx_MS36  1796516.722000  1122426.934000  19        7.8444390000
Kpx_MS37  1823516.722000  1122426.934000  19        2.7975190000
Kpx_MS38  1850516.722000  1122426.934000  19        3.1325150000
