Kpx_EC1  1868604.612000  1077047.314000  17         7.451967000
Kpx_EC2  1846828.182000  989948.444000  17         6.915245000
Kpx_EC4  1822641.502000  1069593.894000  17         6.899955000
Kpx_EC5  1853434.122000  1067843.454000  17         7.080426000
Kpx_EC7  1769516.722000  1041426.934000  17         6.856119000
Kpx_EC8  1796516.722000  1041426.934000  17         7.042884000
Kpx_EC9  1823516.722000  1041426.934000  17         6.994055000
Kpx_EC10  1850516.722000  1041426.934000  17        6.9542540000
Kpx_EC11  1742516.722000  1014426.934000  17        6.8319060000
Kpx_EC13  1796516.722000  1014426.934000  17        7.0199270000
Kpx_EC14  1823516.722000  1014426.934000  17        6.8163570000
Kpx_EC15  1850516.722000  1014426.934000  17        6.8686480000
Kpx_EC16  1769516.722000  987426.934000  17        6.7596330000
Kpx_EC17  1796516.722000  987426.934000  17        6.9011410000
Kpx_EC18  1823516.722000  987426.934000  17        6.8380020000
