Kpx_TC2  1958516.722000  1203426.934000  15         4.454861000
Kpx_TC3  1985516.722000  1203426.934000  15         5.720760000
Kpx_TC4  2012516.722000  1203426.934000  15         3.541445000
Kpx_TC7  1958516.722000  1176426.934000  15         5.942886000
Kpx_TC8  1985516.722000  1176426.934000  15         2.298416000
Kpx_TC9  2012516.722000  1176426.934000  15         3.905260000
Kpx_TC10  1904808.462000  1142425.164000  15        2.5115970000
Kpx_TC11  1936184.562000  1156136.954000  15        3.0933130000
Kpx_TC12  1958808.462000  1149426.934000  15        2.7307410000
Kpx_TC13  1985516.722000  1149426.934000  15        4.4494150000
Kpx_TC14  2012516.722000  1149426.934000  15        5.1193170000
Kpx_TC15  1904516.722000  1122426.934000  15        3.7111970000
Kpx_TC16  1931516.722000  1122426.934000  15        2.8122280000
Kpx_TC17  1958516.722000  1122426.934000  15        2.5836300000
Kpx_TC18  1985516.722000  1122426.934000  15        4.7879190000
Kpx_TC19  2012516.722000  1122426.934000  15        5.7371460000
Kpx_TC20  1877516.722000  1095718.674000  15        1.2282800000
Kpx_TC21  1904808.462000  1092509.534000  15        2.0437800000
Kpx_TC22  1931516.722000  1095426.934000  15        2.0206690000
Kpx_TC23  1958516.722000  1095426.934000  15        2.6117950000
Kpx_TC24  1985516.722000  1095426.934000  15        4.6053180000
Kpx_TC25  2012516.722000  1095426.934000  15        4.1861750000
Kpx_TC27  1877516.722000  1068426.934000  15        1.0699700000
Kpx_TC28  1904516.722000  1068426.934000  15        3.5186030000
Kpx_TC29  1931516.722000  1068426.934000  15        2.8020910000
Kpx_TC30  1958516.722000  1068135.194000  15        2.3410800000
Kpx_TC31  1985516.722000  1068426.934000  15        6.4411800000
Kpx_TC32  2012557.152000  1068426.934000  15        3.3524590000
Kpx_TC33  1816223.222000  1036759.094000  15        2.2633110000
Kpx_TC34  1850516.722000  1041426.934000  15        2.1344330000
Kpx_TC35  1877516.722000  1041426.934000  15        .83368710000
Kpx_TC36  1904516.722000  1041426.934000  15        1.4330780000
Kpx_TC37  1931516.722000  1041426.934000  15        3.3359630000
Kpx_TC38  1958516.722000  1041426.934000  15        3.7883720000
Kpx_TC39  1985516.722000  1041426.934000  15        4.3783380000
Kpx_TC40  2012516.722000  1041426.934000  15        2.0732540000
Kpx_TC41  1775935.002000  1004216.034000  15        2.5852370000
Kpx_TC42  1797391.942000  1018511.294000  15        2.3732440000
Kpx_TC43  1823516.722000  1014426.934000  15        2.4808230000
Kpx_TC44  1850516.722000  1014426.934000  15        2.1941270000
Kpx_TC45  1877516.722000  1014426.934000  15        1.1716620000
Kpx_TC46  1904516.722000  1014426.934000  15        3.0910580000
Kpx_TC47  1931516.722000  1014426.934000  15        2.3569540000
Kpx_TC48  1958516.722000  1014426.934000  15        2.6394580000
Kpx_TC49  1985516.722000  1014426.934000  15        2.9725260000
Kpx_TC50  2012516.722000  1014426.934000  15        3.0545470000
Kpx_TC52  1796516.722000  987426.934000  15        2.6818890000
Kpx_TC53  1823516.722000  987426.934000  15        2.2894940000
Kpx_TC54  1871390.182000  991219.554000  15        2.5414790000
Kpx_TC55  1904516.722000  987426.934000  15        1.8647790000
Kpx_TC56  1931516.722000  987426.934000  15        1.8004660000
Kpx_TC57  1958516.722000  987426.934000  15        2.2567010000
Kpx_TC58  1985516.722000  987426.934000  15        2.8598390000
Kpx_TC59  2012516.722000  987426.934000  15        2.6551860000
