Name,X,Y,Type,Error
4089002801_p,600165.3777,340333.8573,head,35.0
0089060002_p,592711.4082,340434.0871,head,35.0
2089114801_p,584899.9437,340415.7036,head,35.0
9089021501_p,597758.3336,340768.3422,head,35.0
7089465501_p,537607.9557,340587.8889,head,35.0
8089282001_p,562631.6833,340730.94200000004,head,35.0
3089274001_p,563528.4034,340890.94700000004,head,35.0
3089274002_p,563528.4034,340890.94700000004,head,35.0
5089031501_p,596399.0516,341863.4481,head,35.0
6089471001_p,537267.4286,342098.6152,head,35.0
9089291001_p,561499.8008,342297.2184,head,35.0
9089253601_p,566601.3529,315121.2909,head,35.0
0089284201_p,563072.2318,342029.476,head,35.0
1089063001_p,592007.9532,343234.1123,head,35.0
3088543601_p,608026.2016,343487.0323,head,35.0
6089474401_p,536501.5124,343330.6549,head,35.0
0089482001_p,535693.6103,343452.1111,head,35.0
2089483301_p,535400.4244,344130.1141,head,35.0
5089270901_p,564197.2905,344967.612,head,35.0
0089233001_p,569103.5711,345773.0391,head,35.0
3089092301_p,588097.7697,346031.7024,head,35.0
9089163801_p,578340.7967,346124.7496,head,35.0
0089073201_p,590584.8005,346273.4125,head,35.0
9089024501_p,597017.7123,346621.9503,head,35.0
7089472801_p,536852.6197,346447.3103,head,35.0
8089333101_p,555619.1582,346860.1252,head,35.0
9089183301_p,575749.0454,347645.2698,head,35.0
1089105101_p,586106.6211,347801.2042,head,35.0
4089231801_p,569358.1402,347749.3856,head,35.0
5089023701_p,597180.7694,348043.0956,head,35.0
3089441301_p,541218.7024,348495.7964,head,35.0
1089042001_p,594845.3319,350361.4519,head,35.0
0089475002_p,536350.0474,350240.5496,head,35.0
3089023401_p,597216.7239999999,350758.6388,head,35.0
6089290401_p,561583.2957,350534.8674,head,35.0
7089102101_p,586749.7145,350769.4479,head,35.0
1089115501_p,584638.9812,351180.6579,head,35.0
5089074101_p,590329.5171,351361.4757,head,35.0
0089171501_p,577463.1488,351701.36,head,35.0
3089305501_p,559081.897,352895.304,head,35.0
2089131801_p,582755.6138,353661.7742,head,35.0
4089425901_p,542858.4619,354085.0182,head,35.0
0089465001_p,537684.0784,354254.4066,head,35.0
3089510101_p,532061.6865,354642.9159,head,35.0
7089460101_p,538780.065,354781.8503,head,35.0
5088555401_p,606120.5983,355557.3025,head,35.0
0089431001_p,542608.3237,355194.7697,head,35.0
3089431501_p,542496.0422,355286.9408,head,35.0
4089430801_p,542647.465,356860.8076,head,35.0
7089434901_p,541728.2325,357258.7997,head,35.0
8089392801_p,547569.8931,357619.7336,head,35.0
1350894330_p,542151.7462,357815.4936,head,35.0
1450894330_p,542150.7237,358123.9957,head,35.0
0088573101_p,603907.6106,358768.8827,head,35.0
4089421901_p,543739.0202,358407.1113,head,35.0
0088571001_p,604373.7781,359083.3118,head,35.0
0088594001_p,601012.5872,359350.1912,head,35.0
0089435001_p,541700.5343,358893.7691,head,35.0
5088584001_p,602353.6020000001,359520.8874,head,35.0
3089423901_p,543288.2365,359300.1752,head,35.0
5088590001_p,601902.1859,359823.8792,head,35.0
6089184901_p,575291.5579,359581.1956,head,35.0
0088591801_p,601497.4626,359973.1953,head,35.0
8088592501_p,601337.7959,360218.0831,head,35.0
1089432201_p,542324.0216,359852.1863,head,35.0
1089165801_p,577769.1006,360373.4935,head,35.0
0089281501_p,562617.6187,360537.1616,head,35.0
2089491501_p,534422.375,360786.7287,head,35.0
5088510401_p,612533.8552,361505.6949,head,35.0
2089423201_p,543438.5048,361120.8761,head,35.0
5089493001_p,534085.9004,361187.0585,head,35.0
6089420601_p,544019.7922,361246.3472,head,35.0
8088563101_p,605212.0474,361809.2168,head,35.0
0089422601_p,543569.702,361985.1507,head,35.0
3088532301_p,609407.9883,362635.5645,head,35.0
3088533001_p,609251.3948,362633.4664,head,35.0
0089422401_p,543613.3485,362293.8075,head,35.0
0089243001_p,567636.9655,362730.7475,head,35.0
1089201901_p,573251.4797,362804.085,head,35.0
0089435801_p,541507.5603,363212.1851,head,35.0
7089175501_p,576465.8883,363632.6964,head,35.0
8088493401_p,614511.3333,364094.5085,head,35.0
8089291001_p,561366.2245,363861.2436,head,35.0
0089173702_p,576865.072,364037.1762,head,35.0
5089424001_p,543248.4346,364297.8066,head,35.0
8088495701_p,613979.5017,365321.2506,head,35.0
8089434001_p,541905.3035,364694.3047,head,35.0
4089422301_p,543626.5339,364885.2944,head,35.0
0088500201_p,613862.4776,365689.8845,head,35.0
8089424301_p,543176.7285,365624.1275,head,35.0
5088481701_p,616194.8193,366803.1701,head,35.0
9089470601_p,537294.6039999999,366254.0758,head,35.0
1089394001_p,547264.2883,366657.7067,head,35.0
2088551601_p,606816.1223,367507.3828,head,35.0
6370885514_p,606858.8243,367662.2227,head,35.0
6390885154_p,611328.8374,367783.7727,head,35.0
9089442001_p,541002.9332,367190.2838,head,35.0
1089335301_p,555018.4905,367311.0372,head,35.0
2089425201_p,542969.7488,367289.3439,head,35.0
7089351101_p,553273.9761,367487.1896,head,35.0
8089422001_p,543684.4071,367476.9573,head,35.0
8089462201_p,538275.0005,367459.8648,head,35.0
5089445101_p,540308.4503,367681.7278,head,35.0
8089505601_p,532149.7525,367754.3178,head,35.0
0089473001_p,536754.0755,367826.0557,head,35.0
1089255401_p,565721.7206,367993.0248,head,35.0
2089505801_p,532104.8294,367877.6381,head,35.0
8089011701_p,598732.8984,368517.6555,head,35.0
2089422001_p,543681.7754,368217.3651,head,35.0
4089420001_p,544128.5605,368280.675,head,35.0
8089443901_p,540574.4884,368392.114,head,35.0
4089054301_p,592782.0766,368943.6005,head,35.0
7089412801_p,544842.2751,368684.3659,head,35.0
8089442301_p,540931.1175,368701.7353,head,35.0
8089470501_p,537310.6144,368691.3018,head,35.0
3089421001_p,543902.955,368866.0226,head,35.0
4088494001_p,614300.2603,369522.3564,head,35.0
6088470301_p,617808.063,369634.7153,head,35.0
0088553701_p,606319.4685,369599.1463,head,35.0
0089420001_p,544125.6553,369082.7808,head,35.0
2088530701_p,609670.8067,369705.1914,head,35.0
0089430001_p,542783.7402,369386.5499,head,35.0
8090885154_p,611290.7571,370560.3662,head,35.0
aa266_fair,556912.4971,323251.1173,head,25.0
aa270_fair,583992.5833,320033.7318,head,25.0
ab071_fair,593314.8135,324508.0393,head,25.0
ab072_fair,593023.7319,336083.3673,head,25.0
ab091_fair,555408.0579,350072.7902,head,25.0
ab159_fair,556882.833,336166.0441,head,25.0
ab284_fair,565218.2679999999,318396.9519,head,25.0
ac717_b_fair,539134.6507,350374.7034,head,25.0
ad152_poor,539978.7497,349384.8427,head,35.0
ad258_poor,545508.4358,346986.0015,head,35.0
ad264_fair,558092.9163,326964.0222,head,25.0
ad266_fair,556578.0018,318198.288,head,25.0
ad269_fair,557425.9315,325368.3717,head,25.0
ae687_fair,538354.681,351985.7179,head,25.0
af055_fair,572159.1613,326020.9533,head,25.0
af354_fair,563346.3731,324883.7397,head,25.0
af355_fair,570142.8849,329792.5464,head,25.0
af357_fair,599893.1262,349243.9998,head,25.0
af363_fair,594209.6873,319163.5403,head,25.0
af365_fair,594934.052,347694.4628,head,25.0
af367_fair,599411.1194,341131.1352,head,25.0
af370_fair,558581.9902,324346.913,head,25.0
af382_fair,573481.2421,326836.912,head,25.0
af418_fair,561843.4423,326559.7419,head,25.0
af420_fair,571955.8108,326234.9275,head,25.0
af421_fair,558818.9656,337051.0501,head,25.0
af432_fair,597820.8485,326109.8783,head,25.0
af433_fair,597871.8313,325018.3683,head,25.0
af592_fair,556296.6624,318508.0299,head,25.0
af594_fair,555233.5952,320499.6081,head,25.0
af595_fair,558304.6813,322398.4479,head,25.0
af596_fair,558414.6642,327292.2653,head,25.0
af597_poor,549390.4709,318314.8247,head,35.0
af602_fair,558735.3233,317614.2447,head,25.0
af994_fair,543655.0448,313474.738,head,25.0
af996_fair,554232.4561,331126.8537,head,25.0
ag022_fair,541901.3506,351618.2617,head,25.0
ag023_fair,541894.8879999999,351740.0072,head,25.0
ag039_poor,545335.0901,348945.0364,head,35.0
ag361_fair,563253.0947,321744.7451,head,25.0
ag462_fair,578682.7788,315037.8407,head,25.0
ah044_fair,593439.4236,324510.8829,head,25.0
ah048_fair,566236.4754,339007.1597,head,25.0
ah070_fair,575259.6795,318899.4529,head,25.0
ah074_fair,586258.0963,322713.1611,head,25.0
ah749_fair,592436.2372,340127.5633,head,25.0
ah774_fair,560314.4264,327062.7552,head,25.0
ah775_poor,560299.0257,327047.7805,head,35.0
ah777_fair,558111.4375,324151.5851,head,25.0
ah783_fair,564765.9711,325971.3935,head,25.0
aj188_fair,567905.8384,332205.5961,head,25.0
aj208_fair,595181.0065,348915.99700000003,head,25.0
aj217_fair,587628.5643,325845.5293,head,25.0
aj221_fair,572442.7706,335573.3431,head,25.0
aj727_fair,588057.2623,330744.6375,head,25.0
ak773_fair,579310.4855,343195.792,head,25.0
am370_fair,596562.1708,325109.037,head,25.0
am400_fair,597454.31,323996.1246,head,25.0
am483_fair,562084.1785,340076.7616,head,25.0
am489_fair,596117.3964,343642.7219,head,25.0
am510_fair,596152.7384,323090.2428,head,25.0
an902_fair,592561.6155,338802.6408,head,25.0
ao787_fair,583320.0394,317362.0453,head,25.0
ap492_poor,594570.1538,346526.3999,head,35.0
ap494_fair,596267.0725,346669.0936,head,25.0
ap496_fair,594243.4386,344198.2732,head,25.0
ap497_fair,595362.4153,344556.3327,head,25.0
as110_fair,591942.7777,319102.3248,head,25.0
as263_poor,544568.5021,348712.1896,head,35.0
as892_fair,550312.3004,348494.1204,head,25.0
as922_poor,567517.1359,336684.0423,head,35.0
at411_fair,573225.7821,344979.6146,head,25.0
at534_poor,540383.2602,349356.7672,head,35.0
at536_fair,574715.8972,334700.4348,head,25.0
at546_fair,542778.3027,348216.4582,head,25.0
at561_fair,599090.8078,337620.1829,head,25.0
aw120_fair,595200.9355,347234.9192,head,25.0
aw809_fair,555506.2723,321602.4086,head,25.0
ax420_fair,539435.6446,350807.3018,head,25.0
ax901_fair,599713.0386,329081.2063,head,25.0
ax944_poor,583601.0292,352521.5913,head,35.0
ax946_fair,569262.7625,338973.2495,head,25.0
ax950_fair,582639.2266,329101.7559,head,25.0
ax958_fair,586138.5726,344551.7285,head,25.0
ax959_poor,583468.0685,352527.5933,head,35.0
ax977_fair,585906.3848,327926.37899999996,head,25.0
ax978_fair,559206.0559,334482.952,head,25.0
ax983_fair,574497.8667,343414.6991,head,25.0
ax990_poor,561786.9135,350397.7314,head,35.0
ax995_fair,588917.9184,328844.3108,head,25.0
az194_poor,598026.656,316800.7215,head,35.0
az195_fair,576201.8986,330519.7368,head,25.0
ba007_fair,554877.8525,319990.446,head,25.0
ba008_fair,554302.0193,320719.0438,head,25.0
ba555_fair,556451.9215,326171.3859,head,25.0
ba564_fair,543023.4242,316130.6074,head,25.0
ba570_fair,570114.3305,335964.404,head,25.0
ba934_poor,540147.9489,348276.0062,head,35.0
bb778_fair,574613.8971,314449.8246,head,25.0
bb781_fair,570146.5023,314124.5764,head,25.0
bb783_fair,573494.2163,316993.9953,head,25.0
bb784_fair,574619.2231,316195.0379,head,25.0
bb812_fair,574145.56,314471.16,head,25.0
bb813_fair,572990.6189,314606.2341,head,25.0
be348_fair,570511.9177,318375.1752,head,25.0
be349_fair,570676.9713,318305.7219,head,25.0
be357_fair,568519.9216,325853.1299,head,25.0
be363_fair,566873.9833,334879.9663,head,25.0
bf358_good,591879.7899,341504.5759,head,25.0
bf360_b_good,597978.9761,319348.4998,head,25.0
bf362_good,597111.2554,324018.6753,head,25.0
bf363_fair,596285.4112,323533.3865,head,25.0
bf364_fair,595256.9903,346456.9901,head,25.0
bf365_fair,558865.0198,315689.7207,head,25.0
bf367_fair,557163.8647,322255.5801,head,25.0
bf368_fair,576421.5537,340515.856,head,25.0
bf369_fair,576241.2935,340005.6787,head,25.0
bf371_fair,562184.4511,342900.9737,head,25.0
bf372_good,561615.3315,342789.8758,head,25.0
bf373_fair,564000.7865,341490.6997,head,25.0
bf375_fair,568224.8929999999,323795.3376,head,25.0
bf376_fair,581842.7288,331039.5931,head,25.0
bf377_fair,581241.6614,330518.1076,head,25.0
bf378_good,538070.4965,351341.4072,head,25.0
bf379_fair,538074.6751,351346.4438,head,25.0
bf381_poor,576000.5243,335962.1132,head,35.0
bf398_fair,572073.958,325241.9198,head,25.0
bf413_fair,550040.0311,313922.0687,head,25.0
bf627_good,600116.3201,341015.1846,head,25.0
bf628_poor,600097.7244,341026.5426,head,35.0
bi870_fair,595306.7881,319221.3605,head,25.0
bi895_fair,595966.81,323810.38,head,25.0
bn372_fair,559796.0337,321486.94899999996,head,25.0
bn374_fair,549192.4046,313496.8467,head,25.0
bn375_poor,571280.0201,324835.0925,head,35.0
bn378_fair,567711.0036,336889.99299999996,head,25.0
bn379_fair,558676.9667,343251.0409,head,25.0
bn381_fair,563267.0149,331754.0331,head,25.0
bn384_fair,568157.0087,329647.0187,head,25.0
bn385_fair,589150.9481,329926.071,head,25.0
bn386_fair,543148.9416,314580.9787,head,25.0
bn387_fair,574593.9499,342553.024,head,25.0
bn389_s_fair,560981.861,322011.7389,head,25.0
bn392_fair,542916.9797,314460.0651,head,25.0
bn393_fair,574633.9589,342699.0321,head,25.0
bn394_fair,575782.964,347673.9418,head,25.0
bn396_fair,577884.1284,341220.4678,head,25.0
bn400_fair,557789.0413,332541.0891,head,25.0
bn401_fair,560465.936,334699.9428,head,25.0
bn402_fair,561882.005,328572.0717,head,25.0
bn403_fair,542717.9708,347952.0383,head,25.0
bn404_fair,587638.8361,325982.9957,head,25.0
bn405_fair,554228.0554,320762.9072,head,25.0
bn407_fair,543183.0553,347578.0576,head,25.0
bn409_fair,562299.0582,328239.0839,head,25.0
bn410_fair,544287.7555,347223.8163,head,25.0
bn412_fair,561009.1709,321972.3112,head,25.0
bn414_fair,558063.9469,337594.0863,head,25.0
bn415_poor,558911.9959,338233.7624,head,35.0
bn418_fair,567831.9818,336684.0877,head,25.0
bn419_fair,568009.0569,336038.9564,head,25.0
bn420_fair,566371.0301,342588.9534,head,25.0
bn424_poor,573040.9601,350869.4931,head,35.0
bn425_fair,592175.0736,342420.9136,head,25.0
bn427_fair,596879.0141,348186.9787,head,25.0
bn428_fair,557958.9674,338076.9831,head,25.0
bn429_fair,585480.95,344866.9418,head,25.0
bn431_fair,582733.4155,335578.4778,head,25.0
bn432_fair,586407.9892,333180.0199,head,25.0
bn433_fair,586663.9953,333386.9155,head,25.0
bn434_fair,588689.0057,328555.9419,head,25.0
bn435_fair,584342.027,328098.9844,head,25.0
bn436_fair,570431.0303,339025.9877,head,25.0
bn438_fair,574316.0565,336553.9352,head,25.0
bn439_fair,539565.9952,351959.9313,head,25.0
bn440_fair,595602.032,314921.5386,head,25.0
bn441_fair,573029.8832,314729.568,head,25.0
bn442_fair,564530.1507,318386.0186,head,25.0
bn445_fair,587148.4352,326246.8929,head,25.0
bn446_fair,555625.0181,346844.9935,head,25.0
bn449_poor,567018.9874,349058.9474,head,35.0
bn451_fair,580371.3304,314055.3149,head,25.0
bn453_fair,582776.9353,326950.0647,head,25.0
bn454_fair,568497.9478,329822.9054,head,25.0
bn455_fair,581579.0582,349267.0574,head,25.0
bn456_fair,561886.9798,328553.0371,head,25.0
bn457_fair,586459.0433,344497.0637,head,25.0
bn459_fair,592433.041,325233.9444,head,25.0
bn462_fair,566210.0034,339183.9062,head,25.0
bn463_fair,588813.0595,328629.0308,head,25.0
bn464_fair,588881.5793,328629.9765,head,25.0
bn465_fair,554118.0003,320250.9278,head,25.0
bn466_fair,555717.0466,337476.07700000005,head,25.0
bn468_fair,574670.2270000001,317892.2229,head,25.0
bn469_fair,558127.0184,317292.0798,head,25.0
bn470_poor,553295.3263,348812.6934,head,35.0
bn471_fair,571702.0439,341915.0188,head,25.0
bn473_fair,549056.0215,345460.9544,head,25.0
bn474_fair,541212.0345,348534.9893,head,25.0
bn475_fair,570737.4365,318202.7677,head,25.0
bn481_good,567982.8164,325164.1535,head,25.0
bn482_fair,574785.0429,342298.9412,head,25.0
bn483_fair,570274.944,338841.9317,head,25.0
bn486_fair,563536.0142,324730.9407,head,25.0
bn487_fair,571875.0394,325606.3416,head,25.0
bn488_fair,582644.2051,329419.984,head,25.0
bn489_fair,560521.0003,334822.0721,head,25.0
bn490_fair,596536.6879,315806.3995,head,25.0
bn491_fair,556167.9417,318251.9778,head,25.0
bn855_fair,596984.0504,320849.437,head,25.0
cb193_fair,550556.065,351930.8752,head,25.0
cb339_fair,542720.4635,348202.1474,head,25.0
cb350_fair,540926.8234,347818.1441,head,25.0
cb530_poor,573088.1242,324552.9135,head,35.0
cc036_good,557162.8255,322323.084,head,25.0
cc040_fair,541894.5019,351809.3992,head,25.0
cc063_fair,556977.2066,346035.1343,head,25.0
cc091_fair,543022.7779,348151.4636,head,25.0
cc371_fair,559705.4231,322623.3473,head,25.0
cc372_fair,554755.1769,321070.4796,head,25.0
cc373_fair,572121.698,326150.7474,head,25.0
cc374_fair,554590.807,321471.4769,head,25.0
cc375_fair,555519.4093,320667.6225,head,25.0
cc376_fair,549973.1196,320539.4677,head,25.0
cc377_fair,554556.9648,321020.457,head,25.0
cc378_fair,555349.7885,320105.1711,head,25.0
cc380_fair,555411.7453,321610.0567,head,25.0
cc381_fair,556789.751,318305.4974,head,25.0
cc994_fair,557766.5047,350122.94200000004,head,25.0
ce310_fair,548615.9275,320478.423,head,25.0
ce311_fair,553969.8002,322298.2439,head,25.0
ce312_fair,546198.2457,320614.5388,head,25.0
ce313_fair,557841.7086,317378.8538,head,25.0
ce314_fair,554803.5792,320731.7152,head,25.0
ce315_fair,569098.7533,333641.3738,head,25.0
ce316_poor,554115.88,320540.56,head,35.0
ce317_fair,560798.2534,329382.2186,head,25.0
ce318_good,552527.6212,320348.2613,head,25.0
ce319_fair,552604.0426,320445.3271,head,25.0
ce846_fair,581450.1045,332560.9633,head,25.0
ce852_fair,578249.5403,328555.4914,head,25.0
ce868_fair,554570.0427,321286.9916,head,25.0
cg223_fair,555647.4516,350736.9308,head,25.0
cg229_poor,565229.815,348043.7579,head,35.0
cg236_fair,558669.9555,342995.9257,head,25.0
cg364_fair,554201.7342,321820.7445,head,25.0
cg601_fair,550308.5071,321084.9199,head,25.0
cg603_fair,559657.5603,324165.3113,head,25.0
cg607_fair,554093.6068,320541.1195,head,25.0
cg612_fair,552360.1219,320127.8246,head,25.0
ci607_fair,572595.1853,348027.1392,head,25.0
ci608_fair,579579.1709,339500.8301,head,25.0
ci622_fair,567773.4261,333409.4332,head,25.0
ci623_fair,593568.5637,331584.7213,head,25.0
ci640_fair,575662.3185,313811.0926,head,25.0
ci641_poor,551157.6309,321590.42100000003,head,35.0
ci650_fair,597060.8874,327591.474,head,25.0
cj041_fair,556922.3859,323243.2602,head,25.0
cj333_fair,587914.8941,346407.3378,head,25.0
cj345_fair,563905.3935,323210.8724,head,25.0
cj351_fair,589315.489,344622.0417,head,25.0
cj359_fair,589017.5323,333123.5287,head,25.0
cj890_fair,569270.7003,329585.3088,head,25.0
cj897_fair,577915.4234,330343.158,head,25.0
ck172_fair,561426.7336,330743.2311,head,25.0
ck176_fair,580912.0979,344364.4758,head,25.0
ck190_fair,574451.7526,318064.1861,head,25.0
ck193_fair,579247.4134,325227.25,head,25.0
ck196_fair,574663.6397,335169.8745,head,25.0
ck201_fair,592893.7187,319019.5992,head,25.0
ck205_fair,595149.8831,346558.8579,head,25.0
ck206_f_fair,594508.1892,344111.5437,head,25.0
cl035_d_fair,573545.8503,320419.4759,head,25.0
cn221_poor,585677.634,345734.8819,head,35.0
cn222_fair,581073.6674,347157.0131,head,25.0
cn223_poor,576499.6410000001,347907.9391,head,35.0
cn508_fair,559224.7733,342411.5894,head,25.0
cn510_fair,560314.8514,336382.4277,head,25.0
cn523_fair,556867.3036,318179.4405,head,25.0
cn526_fair,550484.6098,320429.9421,head,25.0
cn528_fair,554207.6795,320000.8768,head,25.0
cn529_fair,549416.7855,319886.3059,head,25.0
cn530_fair,560190.0322,329662.3073,head,25.0
cn533_fair,554367.5396,318234.1045,head,25.0
cn539_fair,554931.5924,321700.6814,head,25.0
cn540_fair,559457.9739999999,315534.6696,head,25.0
cn541_poor,554595.6844,321508.4906,head,35.0
cn542_fair,555261.9873,320816.5554,head,25.0
cn546_fair,552544.9454,320083.8041,head,25.0
cn547_fair,558810.7757,327055.3611,head,25.0
co071_poor,571652.3177,342606.1519,head,35.0
co078_fair,569180.5984,322315.9016,head,25.0
co084_fair,575162.3866,345546.1704,head,25.0
co085_fair,588131.2422,336035.2438,head,25.0
co088_fair,568320.8623,318449.822,head,25.0
co430_fair,544069.4547,347283.8871,head,25.0
co431_fair,551787.4446,319861.6466,head,25.0
co449_poor,570115.4698,335905.5427,head,35.0
co950_fair,562591.0522,335341.14,head,25.0
co951_fair,559718.2183,342497.8676,head,25.0
co952_fair,575279.6535,332485.9433,head,25.0
co954_fair,567895.5953,336678.3687,head,25.0
co971_fair,568872.7829999999,339184.9493,head,25.0
co974_fair,561751.8124,339100.0966,head,25.0
co987_fair,570425.9624,346039.1492,head,25.0
co992_poor,568842.6121,339202.5862,head,35.0
co997_fair,576198.6728,334793.2132,head,25.0
cp102_poor,570391.5699,351203.7474,head,35.0
cp112_fair,563716.5564,326141.4537,head,25.0
cp113_poor,576934.2958,334226.6573,head,35.0
cp124_poor,558772.13,337041.13,head,35.0
cp130_fair,568641.4719,339228.4298,head,25.0
cp131_fair,554601.3166,330209.7564,head,25.0
cp132_fair,569041.8879,339245.9135,head,25.0
cp138_fair,580755.5915,350946.7591,head,25.0
cp152_poor,585038.2437,344453.8867,head,35.0
cp165_fair,557801.9077,328814.474,head,25.0
cp184_poor,561562.8831,349347.5475,head,35.0
cp185_fair,574807.9855,344420.1399,head,25.0
cq639_fair,552948.4183,324039.5956,head,25.0
cr010_fair,569715.7444,326588.6845,head,25.0
cr020_fair,555037.8256,329879.3261,head,25.0
cr213_u_fair,587429.1489,342088.50299999997,head,25.0
cr225_fair,592627.7407,343563.0077,head,25.0
cr246_fair,571026.3670000001,328531.7547,head,25.0
cu086_fair,570714.1917,346268.3197,head,25.0
cu106_fair,570620.4636,344151.73299999995,head,25.0
cu127_fair,577109.5818,349222.9956,head,25.0
cu195_fair,566701.921,331694.8747,head,25.0
cv270_fair,554086.3706,331294.6225,head,25.0
cv324_poor,563731.4431,324848.5481,head,35.0
cv349_fair,563610.2849,322080.9829,head,25.0
cw294_fair,597594.5317,325428.1972,head,25.0
cw295_fair,579144.973,332886.471,head,25.0
cw298_fair,580725.0672,331146.9964,head,25.0
cw300_poor,554518.9453,348474.3034,head,35.0
cx130_fair,553991.2808,320422.0976,head,25.0
cx132_fair,544485.2612,318011.7142,head,25.0
cx267_fair,570238.3281,326457.4977,head,25.0
cx269_fair,558782.9627,324304.0101,head,25.0
cx272_fair,557446.2862,326365.2713,head,25.0
cx709_fair,577974.1953,323123.9637,head,25.0
cx712_fair,579336.9328,321332.7029,head,25.0
cx718_fair,599499.5713,351154.0071,head,25.0
cx721_fair,560727.2181,329069.94,head,25.0
cx727_poor,592115.1653,322690.5006,head,35.0
cx922_fair,566387.8428,326194.3375,head,25.0
cx931_fair,558601.475,323850.6431,head,25.0
cx934_fair,563051.3307,321976.705,head,25.0
cy012_fair,589154.3424,318579.4646,head,25.0
cy016_fair,589139.2939,318440.909,head,25.0
cy017_poor,594589.5864,339370.5215,head,35.0
cy030_fair,556359.9739,326097.8854,head,25.0
cy031_fair,598924.3161,326360.0725,head,25.0
cy884_fair,571888.4972,326012.3367,head,25.0
cy887_fair,573242.3014,344200.8459,head,25.0
cy888_poor,579096.6126,350631.9466,head,35.0
cz294_fair,588693.4099,328434.4146,head,25.0
cz305_fair,563748.0408,324547.9497,head,25.0
cz775_fair,595960.1244,330089.0396,head,25.0
cz776_fair,591994.7435,326087.7135,head,25.0
cz967_fair,594304.9516,343311.1171,head,25.0
da202_fair,567549.7042,327238.2095,head,25.0
da205_fair,559491.079,322326.6961,head,25.0
da481_fair,547698.7919,320374.465,head,25.0
da614_fair,555798.2089,325778.5911,head,25.0
da616_fair,581397.4229,334886.8115,head,25.0
da898_fair,581377.6488,340878.7886,head,25.0
da905_fair,556928.1909,325050.4167,head,25.0
da906_fair,582066.4593,349518.24799999996,head,25.0
da917_fair,587624.3549,318306.5618,head,25.0
db035_fair,592023.0,336829.1806,head,25.0
db038_fair,566211.3471,342590.4009,head,25.0
db043_fair,570399.8656,334371.279,head,25.0
db186_fair,566424.1643,322725.8212,head,25.0
db192_fair,598539.0823,328684.9694,head,25.0
db193_fair,556804.7046,318220.2391,head,25.0
db194_fair,556723.6735,318217.0911,head,25.0
db196_fair,556824.6074,318306.3398,head,25.0
db205_fair,586647.2053,335359.8073,head,25.0
db208_fair,578542.3163,343328.77,head,25.0
db999_fair,584163.6628,335419.8226,head,25.0
dc126_fair,579154.7074,333924.0995,head,25.0
dc130_poor,595504.8174,341806.9214,head,35.0
dc131_fair,573998.2267,335523.701,head,25.0
dc132_fair,599319.3839,346585.0465,head,25.0
dc137_poor,570816.25,335204.6875,head,35.0
dc218_fair,555099.6322,324868.1951,head,25.0
dc892_fair,595938.5183,323324.7132,head,25.0
dc902_fair,573030.1261,316693.1179,head,25.0
dc907_poor,577235.262,340314.9793,head,35.0
dc908_fair,556476.087,318129.8705,head,25.0
dd304_fair,598002.3427,313684.7376,head,25.0
dd323_fair,597430.5371,323360.0798,head,25.0
dd329_fair,571783.0956,326000.4703,head,25.0
dd330_fair,569164.2659,344252.6966,head,25.0
dd828_fair,572020.246,326039.8347,head,25.0
de154_fair,548557.5,318785.0453,head,25.0
df114_fair,558670.9455,330473.5602,head,25.0
df131_fair,587880.0431,312766.1766,head,25.0
df847_fair,590178.3648,328624.9846,head,25.0
df848_fair,583937.8024,334424.0217,head,25.0
df851_fair,593294.82,325573.0428,head,25.0
df855_fair,554755.9649,322223.2005,head,25.0
dh282_fair,562041.8435,318317.9039,head,25.0
dh285_fair,577479.3152,325084.3335,head,25.0
dh293_fair,573116.7745,315532.9736,head,25.0
dh294_fair,594479.2944,346146.7859,head,25.0
dj556_fair,563081.3227,348382.4661,head,25.0
dl774_fair,596691.7906,315976.059,head,25.0
dl775_fair,596324.0453,315590.3505,head,25.0
dl780_fair,595973.031,315965.7504,head,25.0
dm084_fair,559017.0018,336868.9433,head,25.0
dn228_fair,582485.4291,332559.6512,head,25.0
dn243_fair,584448.1138,352305.0595,head,25.0
dn269_fair,573594.5584,327007.38,head,25.0
dn283_fair,580301.4548,340929.8676,head,25.0
dn295_fair,570634.0935,338212.0923,head,25.0
do637_fair,560469.7061,338922.5036,head,25.0
do639_fair,561114.7435,331220.5303,head,25.0
do672_fair,552566.4346,323966.5339,head,25.0
do694_fair,552589.2923,323923.1328,head,25.0
do700_fair,553743.3324,324363.7753,head,25.0
do831_fair,569942.6351,336261.1239,head,25.0
do931_fair,571180.1561,336747.9577,head,25.0
do938_fair,560788.2087,316758.1228,head,25.0
do939_fair,564108.8903,317697.8531,head,25.0
dp131_fair,557048.9226,318234.4498,head,25.0
dp132_fair,554593.2514,322438.1366,head,25.0
dp135_fair,554757.743,321036.6766,head,25.0
dp137_fair,558142.6478,326796.387,head,25.0
dp138_fair,550191.1275,320224.343,head,25.0
dp139_fair,557844.2975,326713.5185,head,25.0
dp140_fair,556952.8063,323957.4664,head,25.0
dp437_fair,597982.2883,312962.063,head,25.0
dp446_fair,570784.5682,341732.7454,head,25.0
dp447_fair,554768.7654,325150.6656,head,25.0
dp456_fair,579697.3133,322441.0147,head,25.0
dp458_fair,557228.2047,323694.6223,head,25.0
dp460_fair,586704.5431,330713.2855,head,25.0
dp462_fair,589149.573,327740.0916,head,25.0
dp465_poor,557887.6228,320401.8856,head,35.0
